,주류,강목,요목번호,요목명,세목번호,세목명
1358,Science,Science,508,Natural history,508.0222,Natural history--pictorial works
1359,Science,Science,508,Natural history,508.071,Natural history--study and teaching
1360,Science,Science,508,Natural history,508.0723,Natural history--descriptive research
1361,Science,Science,508,Natural history,508.074,Natural history--museums
1362,Science,Science,508,Natural history,508.075,Natural history--collecting
1363,Science,Science,508,Natural history,508.09,History and biography
1364,Science,Science,508,Natural history,508.2,Seasons
1365,Science,Science,508,Natural history,508.3,"Areas, regions, places in general; specific continents, countries, localities in ancient world"
1366,Science,Science,508,Natural history,508.4-508.9,"Specific continents, countries, localities in modern world"
1367,Science,Science,509,"History, geographic treatment, biography",509,"History, geographic treatment, biography"
1368,Science,Science,509,"History, geographic treatment, biography",509.05,Science--21st century
1369,Science,Science,509,"History, geographic treatment, biography",509.2,Scientists
1370,Science,Science,509,"History, geographic treatment, biography",509.41,Science--Great Britain
1371,Science,Science,509,"History, geographic treatment, biography",509.52,Science--Japan
1372,Science,Mathematics,510,Mathematics,510,Mathematics
1373,Science,Mathematics,510,Mathematics,510.1,Philosophy and theory
1374,Science,Mathematics,510,Mathematics,510.212,Mathematics--formulas
1375,Science,Mathematics,510,Mathematics,510.284,"Mathematics--equipment, . . ."
1376,Science,Mathematics,510,Mathematics,510.28541,Programmable calculators
1377,Science,Mathematics,510,Mathematics,510.285536,"Mathematics--personal computer software, . . ."
1378,Science,Mathematics,510,Mathematics,510.3,Mathematics--dictionaries
1379,Science,Mathematics,510,Mathematics,510.5,Mathematics--serials
1380,Science,Mathematics,510,Mathematics,510.7,Mathematics--education and research
1381,Science,Mathematics,510,Mathematics,510.8,Minorities--mathematics
1382,Science,Mathematics,510,Mathematics,510.9,Mathematics--history
1383,Science,Mathematics,511,General principles of mathematics,511,General principles of mathematics
1384,Science,Mathematics,511,General principles of mathematics,511.1,Finite mathematics
1385,Science,Mathematics,511,General principles of mathematics,511.3,Mathematical logic (Symbolic logic)
1386,Science,Mathematics,511,General principles of mathematics,511.4,Approximations and expansions
1387,Science,Mathematics,511,General principles of mathematics,511.5,Graph theory
1388,Science,Mathematics,511,General principles of mathematics,511.6,Combinatorics (Combinatorial analysis)
1389,Science,Mathematics,511,General principles of mathematics,511.8,Mathematical models (Mathematical simulation)
1390,Science,Mathematics,512,Algebra,512,Algebra
1391,Science,Mathematics,512,Algebra,512.001-512.009,Standard subdivisions
1392,Science,Mathematics,512,Algebra,512.02,Abstract algebra
1393,Science,Mathematics,512,Algebra,512.1,Algebra combined with other branches of mathematics
1394,Science,Mathematics,512,Algebra,512.2-512.5,Subdivisions of abstract algebra
1395,Science,Mathematics,512,Algebra,512.6,"Category theory, homological algebra, K-theory"
1396,Science,Mathematics,512,Algebra,512.7,Number theory
1397,Science,Mathematics,512,Algebra,512.9,Foundations of algebra
1398,Science,Mathematics,513,Arithmetic,513,Arithmetic
1399,Science,Mathematics,513,Arithmetic,513.0284,"Arithmetic--equipment, . . ."
1400,Science,Mathematics,513,Arithmetic,513.1,Arithmetic combined with other branches of mathematics
1401,Science,Mathematics,513,Arithmetic,513.2,Arithmetic operations
1402,Science,Mathematics,513,Arithmetic,513.5,Numeration systems
1403,Science,Mathematics,513,Arithmetic,513.6,Modular arithmetic
1404,Science,Mathematics,513,Arithmetic,513.9,Rapid calculations
1405,Science,Mathematics,514,Topology,514,Topology
1406,Science,Mathematics,514,Topology,514.2,Algebraic topology
1407,Science,Mathematics,514,Topology,514.3,Topology of spaces
1408,Science,Mathematics,514,Topology,514.7,Analytic topology
1409,Science,Mathematics,515,Analysis,515,Analysis
1410,Science,Mathematics,515,Analysis,515.1,Analysis and calculus combined with other branches of mathematics
1411,Science,Mathematics,515,Analysis,515.2,General aspects of analysis
1412,Science,Mathematics,515,Analysis,515.3,Differential calculus and equations
1413,Science,Mathematics,515,Analysis,515.4,Integral calculus and equations
1414,Science,Mathematics,515,Analysis,515.5,Special functions
1415,Science,Mathematics,515,Analysis,515.6,Other analytic methods
1416,Science,Mathematics,515,Analysis,515.7,Functional analysis
1417,Science,Mathematics,515,Analysis,515.8,Functions of real variables
1418,Science,Mathematics,515,Analysis,515.9,Functions of complex variables
1419,Science,Mathematics,516,Geometry,516,Geometry
1420,Science,Mathematics,516,Geometry,516.001-516.009,Standard subdivisions
1421,Science,Mathematics,516,Geometry,516.02,Classical geometry
1422,Science,Mathematics,516,Geometry,516.04,Modern geometry
1423,Science,Mathematics,516,Geometry,516.07,Manifolds
1424,Science,Mathematics,516,Geometry,516.08,Convex sets
1425,Science,Mathematics,516,Geometry,516.1,General aspects of geometry
1426,Science,Mathematics,516,Geometry,516.2,Euclidean geometry
1427,Science,Mathematics,516,Geometry,516.3,Analytic geometries
1428,Science,Mathematics,516,Geometry,516.4,Affine geometry
1429,Science,Mathematics,516,Geometry,516.5,Projective geometry
1430,Science,Mathematics,516,Geometry,516.6,Abstract descriptive geometry
1431,Science,Mathematics,516,Geometry,516.9,Non-Euclidean geometries
1432,Science,Mathematics,518,Numerical analysis,518,Numerical analysis
1433,Science,Mathematics,518,Numerical analysis,518.028553,"Numerical analysis--computer software, . . ."
1434,Science,Mathematics,518,Numerical analysis,518.1,Algorithms
1435,Science,Mathematics,518,Numerical analysis,518.2,Specific numerical methods
1436,Science,Mathematics,518,Numerical analysis,518.4,"Numerical methods in algebra, arithmetic, number theory"
1437,Science,Mathematics,518,Numerical analysis,518.5,Numerical approximation
1438,Science,Mathematics,518,Numerical analysis,518.6,Numerical methods in analysis
1439,Science,Mathematics,519,Probabilities and applied mathematics,519,Probabilities and applied mathematics
1440,Science,Mathematics,519,Probabilities and applied mathematics,519.2,Probabilities
1441,Science,Mathematics,519,Probabilities and applied mathematics,519.3,Game theory
1442,Science,Mathematics,519,Probabilities and applied mathematics,519.5,Statistical mathematics
1443,Science,Mathematics,519,Probabilities and applied mathematics,519.6,Mathematical optimization
1444,Science,Mathematics,519,Probabilities and applied mathematics,519.7,Programming
1445,Science,Mathematics,519,Probabilities and applied mathematics,519.8,Special topics of applied mathematics
1446,Science,Astronomy,520,Astronomy and allied sciences,520,Astronomy and allied sciences
1447,Science,Astronomy,520,Astronomy and allied sciences,520[.153],Physical principles
1448,Science,Astronomy,520,Astronomy and allied sciences,520[.154],Chemical principles
1449,Science,Astronomy,520,Astronomy and allied sciences,520.2,Astronomy--miscellany
1450,Science,Astronomy,520,Astronomy and allied sciences,520.3,"Astronomy--encyclopedias, . . ."
1451,Science,Astronomy,520,Astronomy and allied sciences,520.72,Astronomy--research
1452,Science,Astronomy,520,Astronomy and allied sciences,520.74,Planetariums
1453,Science,Astronomy,520,Astronomy and allied sciences,520.89,Ethnoastronomy
1454,Science,Astronomy,520,Astronomy and allied sciences,520.9,Astronomy--history
1455,Science,Astronomy,521-525,Astronomy,521-525,Astronomy
1456,Science,Astronomy,521-525,Astronomy,521,Celestial mechanics
1457,Science,Astronomy,521-525,Astronomy,522,"Techniques, procedures, apparatus, equipment, materials"
1458,Science,Astronomy,521-525,Astronomy,523,Specific celestial bodies and phenomena
1459,Science,Astronomy,521-525,Astronomy,[524],[Unassigned]
1460,Science,Astronomy,521-525,Astronomy,525,Earth (Astronomical geography)
1461,Science,Astronomy,526,Mathematical geography,526,Mathematical geography
1462,Science,Astronomy,526,Mathematical geography,526.0285,"Mathematical geography--data processing, . . ."
1463,Science,Astronomy,526,Mathematical geography,526.09,Cartography--history
1464,Science,Astronomy,526,Mathematical geography,526.09146,Coastal mapping
1465,Science,Astronomy,526,Mathematical geography,526.1,Geodesy
1466,Science,Astronomy,526,Mathematical geography,526.3,Geodetic surveying
1467,Science,Astronomy,526,Mathematical geography,526.6,Geodetic astronomy and geographic positions
1468,Science,Astronomy,526,Mathematical geography,526.7,Gravity determinations
1469,Science,Astronomy,526,Mathematical geography,526.8,Map projections
1470,Science,Astronomy,526,Mathematical geography,526.9,Surveying
1471,Science,Astronomy,527,Celestial navigation,527,Celestial navigation
1472,Science,Astronomy,527,Celestial navigation,527.0284,"Apparatus, equipment, materials"
1473,Science,Astronomy,527,Celestial navigation,527.1,Latitude
1474,Science,Astronomy,527,Celestial navigation,527.2,Longitude
1475,Science,Astronomy,527,Celestial navigation,527.3,Position determination
1476,Science,Astronomy,528,Ephemerides,528,Ephemerides
1477,Science,Astronomy,528,Ephemerides,528.093-528.099,"Treatment in ancient world, treatment by specific continent"
1478,Science,Astronomy,528,Ephemerides,528.1-528.8,Ephemerides of specific countries and localities
1479,Science,Astronomy,528,Ephemerides,528.9,Ephemeris making
1480,Science,Astronomy,529,Chronology,529,Chronology
1481,Science,Astronomy,529,Chronology,529.092,Chronologists
1482,Science,Astronomy,529,Chronology,529.1,Days
1483,Science,Astronomy,529,Chronology,529.2,Intervals of time
1484,Science,Astronomy,529,Chronology,529.3,Calendars
1485,Science,Astronomy,529,Chronology,529.4,Western calendars
1486,Science,Astronomy,529,Chronology,529.5,Calendar reform
1487,Science,Astronomy,529,Chronology,529.7,Horology
1488,Science,Physics,530,Physics,530,Physics
1489,Science,Physics,530,Physics,530.01,Philosophy and theory
1490,Science,Physics,530,Physics,530.02,Miscellany
1491,Science,Physics,530,Physics,530.03-530.09,Standard subdivisions
1492,Science,Physics,530,Physics,530.1,Theories and mathematical physics
1493,Science,Physics,530,Physics,530.4,States of matter
1494,Science,Physics,530,Physics,530.7,Instrumentation
1495,Science,Physics,530,Physics,530.8,Measurement
1496,Science,Physics,531,Classical mechanics,531,Classical mechanics
1497,Science,Physics,531,Classical mechanics,531.01515,Analytical mechanics
1498,Science,Physics,531,Classical mechanics,531.015195,Statistical mathematics
1499,Science,Physics,531,Classical mechanics,531.1,"Dynamics, statics, mass and gravity, particle mechanics"
1500,Science,Physics,531,Classical mechanics,531.2,Solid mechanics
1501,Science,Physics,531,Classical mechanics,531.3,Solid dynamics
1502,Science,Physics,531,Classical mechanics,531.4,Friction and viscosity of solids
1503,Science,Physics,531,Classical mechanics,531.5,Mass and gravity of solids; projectiles
1504,Science,Physics,531,Classical mechanics,531.6,Energy
1505,Science,Physics,531,Classical mechanics,531.7,Continuum mechanics
1506,Science,Physics,532,Fluid mechanics,532,Fluid mechanics
1507,Science,Physics,532,Fluid mechanics,532.001-532.009,Standard subdivisions
1508,Science,Physics,532,Fluid mechanics,532.02-532.05,Fluid statics and dynamics
1509,Science,Physics,532,Fluid mechanics,532.2-532.5,Hydraulics
1510,Science,Physics,533,Pneumatics (Gas mechanics),533,Pneumatics (Gas mechanics)
1511,Science,Physics,533,Pneumatics (Gas mechanics),533.1-533.5,Specific aspects of pneumatics (gas mechanics)
1512,Science,Physics,533,Pneumatics (Gas mechanics),533.6,Aeromechanics
1513,Science,Physics,533,Pneumatics (Gas mechanics),533.7,Kinetic theory of gases
1514,Science,Physics,534-538,Specific forms of energy,534-538,Specific forms of energy
1515,Science,Physics,534-538,Specific forms of energy,534,Sound and related vibrations
1516,Science,Physics,534-538,Specific forms of energy,535,Light and related radiation
1517,Science,Physics,534-538,Specific forms of energy,536,Heat
1518,Science,Physics,534-538,Specific forms of energy,537,Electricity and electronics
1519,Science,Physics,534-538,Specific forms of energy,538,Magnetism
1520,Science,Physics,539,Modern physics,539,Modern physics
1521,Science,Physics,539,Modern physics,539.01,Philosophy and theory
1522,Science,Physics,539,Modern physics,539.1,Structure of matter
1523,Science,Physics,539,Modern physics,539.2,Radiation (Radiant energy)
1524,Science,Physics,539,Modern physics,539.6,Molecular physics
1525,Science,Physics,539,Modern physics,539.7,Atomic and nuclear physics
1526,Science,Chemistry,540,Chemistry and allied sciences,540,Chemistry and allied sciences
1527,Science,Chemistry,540,Chemistry and allied sciences,540.1,Philosophy and theory
1528,Science,Chemistry,540,Chemistry and allied sciences,540.23,Chemistry--vocational guidance
1529,Science,Chemistry,540,Chemistry and allied sciences,540.24738,Chemistry--ceramic artists--works for
1530,Science,Chemistry,540,Chemistry and allied sciences,540[.28],"Auxiliary techniques and procedures; apparatus, equipment, materials"
1531,Science,Chemistry,540,Chemistry and allied sciences,540.3,"Chemistry--encyclopedias, . . ."
1532,Science,Chemistry,540,Chemistry and allied sciences,540.5,Chemistry--serials
1533,Science,Chemistry,540,Chemistry and allied sciences,540.7,"Education, research, related topics"
1534,Science,Chemistry,540,Chemistry and allied sciences,540.9,Chemistry--history
1535,Science,Chemistry,541-547,Chemistry,541-547,Chemistry
1536,Science,Chemistry,541-547,Chemistry,541,Physical chemistry
1537,Science,Chemistry,541-547,Chemistry,542,"Techniques, procedures, apparatus, equipment, materials"
1538,Science,Chemistry,541-547,Chemistry,543,Analytical chemistry
1539,Science,Chemistry,541-547,Chemistry,[544],[Unassigned]
1540,Science,Chemistry,541-547,Chemistry,[545],[Unassigned]
1541,Science,Chemistry,541-547,Chemistry,546,Inorganic chemistry
1542,Science,Chemistry,541-547,Chemistry,547,Organic chemistry
1543,Science,Chemistry,548,Crystallography,548,Crystallography
1544,Science,Chemistry,548,Crystallography,548.0151,Mathematical principles
1545,Science,Chemistry,548,Crystallography,548.092,Crystallographers
1546,Science,Chemistry,548,Crystallography,548.3,Chemical crystallography
1547,Science,Chemistry,548,Crystallography,548.5,Crystallization
1548,Science,Chemistry,548,Crystallography,548.7,Mathematical crystallography
1549,Science,Chemistry,548,Crystallography,548.8,Physical and structural crystallography
1550,Science,Chemistry,548,Crystallography,548.9,Optical crystallography
1551,Science,Chemistry,549,Mineralogy,549,Mineralogy
1552,Science,Chemistry,549,Mineralogy,549.014,"Minerals--mineralogy--language, . . ."
1553,Science,Chemistry,549,Mineralogy,549.09,History and biography
1554,Science,Chemistry,549,Mineralogy,549.1,Determinative mineralogy
1555,Science,Chemistry,549,Mineralogy,549.2-549.7,Specific minerals
1556,Science,Chemistry,549,Mineralogy,549.9,Geographic treatment
1557,Science,Earth sciences & geology,550,Earth sciences,550,Earth sciences
1558,Science,Earth sciences & geology,550,Earth sciences,550[.154],Chemical principles
1559,Science,Earth sciences & geology,550,Earth sciences,550.2,Earth sciences--miscellany
1560,Science,Earth sciences & geology,550,Earth sciences,550.5,Earth sciences--serials
1561,Science,Earth sciences & geology,550,Earth sciences,550.724,Earth sciences--experimental research
1562,Science,Earth sciences & geology,550,Earth sciences,550.78,Earth sciences--laboratory manuals
1563,Science,Earth sciences & geology,550,Earth sciences,550.8,Minorities--earth sciences
1564,Science,Earth sciences & geology,550,Earth sciences,550[.94-550.99],"Specific continents, countries, localities in modern world; extraterrestrial worlds"
1565,Science,Earth sciences & geology,551,"Geology, hydrology, meteorology",551,"Geology, hydrology, meteorology"
1566,Science,Earth sciences & geology,551,"Geology, hydrology, meteorology",551.01,Philosophy and theory of geology
1567,Science,Earth sciences & geology,551,"Geology, hydrology, meteorology",551.02-551.08,Standard subdivisions of geology
1568,Science,Earth sciences & geology,551,"Geology, hydrology, meteorology",551.09,"History, geographic treatment, biography of geology"
1569,Science,Earth sciences & geology,551,"Geology, hydrology, meteorology",551.1,Gross structure and properties of the earth
1570,Science,Earth sciences & geology,551,"Geology, hydrology, meteorology",551.2,"Volcanoes, earthquakes, thermal waters and gases"
1571,Science,Earth sciences & geology,551,"Geology, hydrology, meteorology",551.3,Surface and exogenous processes and their agents
1572,Science,Earth sciences & geology,551,"Geology, hydrology, meteorology",551.4,Geomorphology and hydrosphere
1573,Science,Earth sciences & geology,551,"Geology, hydrology, meteorology",551.5,Meteorology
1574,Science,Earth sciences & geology,551,"Geology, hydrology, meteorology",551.6,Climatology and weather
1575,Science,Earth sciences & geology,551,"Geology, hydrology, meteorology",551.7,Historical geology
1576,Science,Earth sciences & geology,551,"Geology, hydrology, meteorology",551.8,Structural geology
1577,Science,Earth sciences & geology,551,"Geology, hydrology, meteorology",551.9,Geochemistry
1578,Science,Earth sciences & geology,552,Petrology,552,Petrology
1579,Science,Earth sciences & geology,552,Petrology,552.001-552.008,Standard subdivisions
1580,Science,Earth sciences & geology,552,Petrology,552.009,"History, geographic treatment, biography"
1581,Science,Earth sciences & geology,552,Petrology,552.03,Petrogenesis
1582,Science,Earth sciences & geology,552,Petrology,552.06,"Properties, composition, analysis, structure of rocks"
1583,Science,Earth sciences & geology,552,Petrology,552.09,Geographic distribution of rocks
1584,Science,Earth sciences & geology,552,Petrology,552.1-552.5,Specific kinds of rocks
1585,Science,Earth sciences & geology,552,Petrology,552.8,Microscopic petrology
1586,Science,Earth sciences & geology,553,Economic geology,553,Economic geology
1587,Science,Earth sciences & geology,553,Economic geology,553.014,"Economic geology--language, . . ."
1588,Science,Earth sciences & geology,553,Economic geology,553.1,Formation and structure of deposits
1589,Science,Earth sciences & geology,553,Economic geology,553.2-553.9,Specific materials
1590,Science,Earth sciences & geology,554-559,"Earth sciences by specific continents, countries, localities in modern world; extraterrestrial worlds",554-559,"Earth sciences by specific continents, countries, localities in modern world; extraterrestrial worlds"
1591,Science,Earth sciences & geology,554-559,"Earth sciences by specific continents, countries, localities in modern world; extraterrestrial worlds",554,Earth sciences of Europe
1592,Science,Earth sciences & geology,554-559,"Earth sciences by specific continents, countries, localities in modern world; extraterrestrial worlds",555,Earth sciences of Asia
1593,Science,Earth sciences & geology,554-559,"Earth sciences by specific continents, countries, localities in modern world; extraterrestrial worlds",556,Earth sciences of Africa
1594,Science,Earth sciences & geology,554-559,"Earth sciences by specific continents, countries, localities in modern world; extraterrestrial worlds",557,Earth sciences of North America
1595,Science,Earth sciences & geology,554-559,"Earth sciences by specific continents, countries, localities in modern world; extraterrestrial worlds",558,Earth sciences of South America
1596,Science,Earth sciences & geology,554-559,"Earth sciences by specific continents, countries, localities in modern world; extraterrestrial worlds",559,"Earth sciences of Australasia, Pacific Ocean islands, Atlantic Ocean islands, Arctic islands, Antarctica, extraterrestrial worlds"
1597,Science,Fossils & prehistoric life,560,Paleontology,560,Paleontology
1598,Science,Fossils & prehistoric life,560,Paleontology,560.1,Philosophy and theory; stratigraphic paleontology
1599,Science,Fossils & prehistoric life,560,Paleontology,560.4,Special topics of paleontology and paleozoology
1600,Science,Fossils & prehistoric life,560,Paleontology,560.75,"Fossils--collecting, . . ."
1601,Science,Fossils & prehistoric life,560,Paleontology,560.9,"History, geographic treatment, biography"
1602,Science,Fossils & prehistoric life,561,Paleobotany; fossil microorganisms,561,Paleobotany; fossil microorganisms
1603,Science,Fossils & prehistoric life,561,Paleobotany; fossil microorganisms,561.09,"History, geographic treatment, biography"
1604,Science,Fossils & prehistoric life,561,Paleobotany; fossil microorganisms,561.1,General topics of paleobotany
1605,Science,Fossils & prehistoric life,561,Paleobotany; fossil microorganisms,561.3-561.9,Specific plants and groups of plants
1606,Science,Fossils & prehistoric life,562-569,Specific taxonomic groups of animals,562-569,Specific taxonomic groups of animals
1607,Science,Fossils & prehistoric life,562-569,Specific taxonomic groups of animals,562,Fossil invertebrates
1608,Science,Fossils & prehistoric life,562-569,Specific taxonomic groups of animals,563,Miscellaneous fossil marine and seashore invertebrates
1609,Science,Fossils & prehistoric life,562-569,Specific taxonomic groups of animals,564,Fossil Mollusca and Molluscoidea
1610,Science,Fossils & prehistoric life,562-569,Specific taxonomic groups of animals,565,Fossil Arthropoda
1611,Science,Fossils & prehistoric life,562-569,Specific taxonomic groups of animals,566,Fossil Chordata
1612,Science,Fossils & prehistoric life,562-569,Specific taxonomic groups of animals,567,Fossil cold-blooded vertebrates
1613,Science,Fossils & prehistoric life,562-569,Specific taxonomic groups of animals,568,Fossil Aves (birds)
1614,Science,Fossils & prehistoric life,562-569,Specific taxonomic groups of animals,569,Fossil Mammalia
1615,Science,Biology,570,Biology,570,Biology
1616,Science,Biology,570,Biology,570.1,Philosophy and theory
1617,Science,Biology,570,Biology,570.2,Miscellany
1618,Science,Biology,570,Biology,570.3,Biology--dictionaries
1619,Science,Biology,570,Biology,570.7,"Education, research, related topics"
1620,Science,Biology,570,Biology,570.83,Biology--young people
1621,Science,Biology,570,Biology,570.9,"History, geographic treatment, biography"
1622,Science,Biology,571-575,Internal biological processes and structures,571-575,Internal biological processes and structures
1623,Science,Biology,571-575,Internal biological processes and structures,571-572,General internal processes common to all organisms
1624,Science,Biology,571-575,Internal biological processes and structures,573,"Specific physiological systems in animals, regional histology and physiology in animals"
1625,Science,Biology,571-575,Internal biological processes and structures,[574],[Unassigned]
1626,Science,Biology,571-575,Internal biological processes and structures,575,Specific parts of and physiological systems in plants
1627,Science,Biology,576-578,General and external biological phenomena,576-578,General and external biological phenomena
1628,Science,Biology,576-578,General and external biological phenomena,576,Genetics and evolution
1629,Science,Biology,576-578,General and external biological phenomena,577,Ecology
1630,Science,Biology,576-578,General and external biological phenomena,578,Natural history of organisms and related subjects
1631,Science,Biology,579,"Natural history of microorganisms, fungi, algae",579,"Natural history of microorganisms, fungi, algae"
1632,Science,Biology,579,"Natural history of microorganisms, fungi, algae",579.01-579.08,Standard subdivisions
1633,Science,Biology,579,"Natural history of microorganisms, fungi, algae",579.09,"History, geographic treatment, biography"
1634,Science,Biology,579,"Natural history of microorganisms, fungi, algae",579.1,"Specific topics in natural history of microorganisms, fungi, algae"
1635,Science,Biology,579,"Natural history of microorganisms, fungi, algae",579.2-579.8,"Specific taxonomic groups of microorganisms, fungi, algae"
1636,Natural history of plants and animals,Plants (Botany),580,Plants,580,Plants
1637,Natural history of plants and animals,Plants (Botany),580,Plants,580.1-580.6,Standard subdivisions
1638,Natural history of plants and animals,Plants (Botany),580,Plants,580.7,"Education, research, related topics"
1639,Natural history of plants and animals,Plants (Botany),580,Plants,580.8,Groups of people
1640,Natural history of plants and animals,Plants (Botany),580,Plants,580.9,"History, geographic treatment, biography"
1641,Natural history of plants and animals,Plants (Botany),581,Specific topics in natural history of plants,581,Specific topics in natural history of plants
1642,Natural history of plants and animals,Plants (Botany),581,Specific topics in natural history of plants,581[.01-581.09],Standard subdivisions
1643,Natural history of plants and animals,Plants (Botany),581,Specific topics in natural history of plants,581.3,"†Genetics, evolution, age characteristics"
1644,Natural history of plants and animals,Plants (Botany),581,Specific topics in natural history of plants,581.4,†Adaptation
1645,Natural history of plants and animals,Plants (Botany),581,Specific topics in natural history of plants,581.6,†Miscellaneous nontaxonomic kinds of plants
1646,Natural history of plants and animals,Plants (Botany),581,Specific topics in natural history of plants,581.7,"Plant ecology, plants characteristic of specific environments"
1647,Natural history of plants and animals,Plants (Botany),581,Specific topics in natural history of plants,581.9,"Plants by specific continents, countries, localities"
1648,Natural history of plants and animals,Plants (Botany),582,Plants noted for specific vegetative characteristics and flowers,582,Plants noted for specific vegetative characteristics and flowers
1649,Natural history of plants and animals,Plants (Botany),582,Plants noted for specific vegetative characteristics and flowers,582[.01-582.09],Standard subdivisions
1650,Natural history of plants and animals,Plants (Botany),582,Plants noted for specific vegetative characteristics and flowers,582.1,"Herbaceous and woody plants, plants noted for their flowers"
1651,Natural history of plants and animals,Plants (Botany),583-588,Specific taxonomic groups of plants,583-588,Specific taxonomic groups of plants
1652,Natural history of plants and animals,Plants (Botany),583-588,Specific taxonomic groups of plants,583-584,Angiosperms
1653,Natural history of plants and animals,Plants (Botany),583-588,Specific taxonomic groups of plants,585,*Pinophyta
1654,Natural history of plants and animals,Plants (Botany),583-588,Specific taxonomic groups of plants,586,*Cryptogamia
1655,Natural history of plants and animals,Plants (Botany),583-588,Specific taxonomic groups of plants,587,*Pteridophyta
1656,Natural history of plants and animals,Plants (Botany),583-588,Specific taxonomic groups of plants,588,*Bryophyta
1657,Natural history of plants and animals,Animals (Zoology),590,Animals,590,Animals
1658,Natural history of plants and animals,Animals (Zoology),590,Animals,590.1-590.6,Standard subdivisions
1659,Natural history of plants and animals,Animals (Zoology),590,Animals,590.7,"Education, research, related topics"
1660,Natural history of plants and animals,Animals (Zoology),590,Animals,590.8,Groups of people
1661,Natural history of plants and animals,Animals (Zoology),590,Animals,590.9,"History, geographic treatment, biography"
1662,Natural history of plants and animals,Animals (Zoology),591,Specific topics in natural history of animals,591,Specific topics in natural history of animals
1663,Natural history of plants and animals,Animals (Zoology),591,Specific topics in natural history of animals,591[.01-591.09],Standard subdivisions
1664,Natural history of plants and animals,Animals (Zoology),591,Specific topics in natural history of animals,591.3,"†Genetics, evolution, age characteristics"
1665,Natural history of plants and animals,Animals (Zoology),591,Specific topics in natural history of animals,591.4,†Physical adaptation
1666,Natural history of plants and animals,Animals (Zoology),591,Specific topics in natural history of animals,591.5,†Behavior
1667,Natural history of plants and animals,Animals (Zoology),591,Specific topics in natural history of animals,591.6,†Miscellaneous nontaxonomic kinds of animals
1668,Natural history of plants and animals,Animals (Zoology),591,Specific topics in natural history of animals,591.7,"Animal ecology, animals characteristic of specific environments"
1669,Natural history of plants and animals,Animals (Zoology),591,Specific topics in natural history of animals,591.9,"Animals by specific continents, countries, localities"
1670,Natural history of plants and animals,Animals (Zoology),592-599,Specific taxonomic groups of animals,592-599,Specific taxonomic groups of animals
1671,Natural history of plants and animals,Animals (Zoology),592-599,Specific taxonomic groups of animals,592,*Invertebrates
1672,Natural history of plants and animals,Animals (Zoology),592-599,Specific taxonomic groups of animals,593,Miscellaneous marine and seashore invertebrates
1673,Natural history of plants and animals,Animals (Zoology),592-599,Specific taxonomic groups of animals,594,*Mollusca and Molluscoidea
1674,Natural history of plants and animals,Animals (Zoology),592-599,Specific taxonomic groups of animals,595,*Arthropoda
1675,Natural history of plants and animals,Animals (Zoology),592-599,Specific taxonomic groups of animals,596,*Chordata
1676,Natural history of plants and animals,Animals (Zoology),592-599,Specific taxonomic groups of animals,597,*Cold-blooded vertebrates
1677,Natural history of plants and animals,Animals (Zoology),592-599,Specific taxonomic groups of animals,598,*Aves
1678,Natural history of plants and animals,Animals (Zoology),592-599,Specific taxonomic groups of animals,599,*Mammalia
1679,Technology,,600,Technology,600,Technology (Applied sciences)
1680,Technology,Technology,600,Technology (Applied sciences),600,Technology (Applied sciences)
1681,Technology,Technology,601,Philosophy and theory,601,Philosophy and theory
1682,Technology,Technology,601,Philosophy and theory,601.12,"Technology--forecasting, . . ."
1683,Technology,Technology,601,Philosophy and theory,601.4,Technology--language
1684,Technology,Technology,602,Miscellany,602,Miscellany
1685,Technology,Technology,602,Miscellany,602.18,Standards
1686,Technology,Technology,602,Miscellany,602[.72],Patents
1687,Technology,Technology,602,Miscellany,602.75,Trademarks and service marks
1688,Technology,Technology,602,Miscellany,602.9,Commercial miscellany
1689,Technology,Technology,603,"Dictionaries, encyclopedias, concordances",603,"Dictionaries, encyclopedias, concordances"
1690,Technology,Technology,604,"Technical drawing, hazardous materials technology; groups of people",604,"Technical drawing, hazardous materials technology; groups of people"
1691,Technology,Technology,604,"Technical drawing, hazardous materials technology; groups of people",604.2,Technical drawing
1692,Technology,Technology,604,"Technical drawing, hazardous materials technology; groups of people",604.7,Hazardous materials technology
1693,Technology,Technology,604,"Technical drawing, hazardous materials technology; groups of people",604.8,Groups of people
1694,Technology,Technology,605,Serial publications,605,Serial publications
1695,Technology,Technology,606,Organizations,606,Organizations
1696,Technology,Technology,606,Organizations,606[.8],Management
1697,Technology,Technology,607,"Education, research, related topics",607,"Education, research, related topics"
1698,Technology,Technology,607,"Education, research, related topics",607.01-607.03,"Education, research, related topics in areas, regions, places in general; in ancient world"
1699,Technology,Technology,607,"Education, research, related topics",607[.04-607.09],"Education, research, related topics in specific continents, countries, localities in modern world"
1700,Technology,Technology,607,"Education, research, related topics",607.1,Education
1701,Technology,Technology,607,"Education, research, related topics",607.2,Research
1702,Technology,Technology,607,"Education, research, related topics",607.3,"Other aspects of education, research, related topics"
1703,Technology,Technology,607,"Education, research, related topics",607.4-607.9,"Education, research, related topics in specific continents, countries, localities in modern world"
1704,Technology,Technology,608,Patents,608,Patents
1705,Technology,Technology,608,Patents,608[.09],"History, geographic treatment, biography"
1706,Technology,Technology,608,Patents,608.7,History and geographic treatment
